Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,Age,Employment Status,Employment Years,Monthly Income,Existing Debt,Credit Score,Loan Type,Loan Purpose,Collateral Available
LP002326,Male,Yes,2,Not Graduate,No,1257279.54,0.0,43000000.0,360.0,1.0,Semiurban,Y,50,Employed,31,159122.81,47225.26,690,Personal,Wedding,No
LP002327,Female,No,0,,Yes,1590105.6,0.0,41500000.0,360.0,0.0,Semiurban,N,65,Self-Employed,26,169856.34,348483.63,552,Auto,Vehicle Repair,No
LP002328,Male,No,0,Not Graduate,Yes,1876937.98,0.0,46000000.0,360.0,1.0,Semiurban,Y,48,Self-Employed,15,162871.44,224736.14,646,Home,Home Renovation,Yes
LP002329,Male,Yes,2,Graduate,No,449939.05,368298.48,5500000.0,120.0,1.0,Urban,Y,25,Employed,4,238092.03,262355.97,608,Auto,Vehicle Purchase,No
LP002330,Male,Yes,0,Graduate,No,1265714.01,667232.34,39000000.0,360.0,1.0,Rural,Y,41,Employed,15,204981.8,175655.39,672,Education,Study Abroad,Yes
LP002331,Male,Yes,2,Not Graduate,No,754767.64,0.0,39000000.0,360.0,1.0,Rural,N,41,Employed,22,196903.55,247540.31,706,Auto,Vehicle Purchase,No
LP002333,Male,No,0,Not Graduate,Yes,1954170.08,0.0,45000000.0,360.0,1.0,Semiurban,Y,31,Self-Employed,4,209203.43,78737.94,623,Auto,Vehicle Purchase,No
LP002334,Male,No,0,Graduate,No,,0.0,44500000.0,360.0,0.0,Rural,Y,26,Employed,6,188131.38,204936.62,592,Home,Home Improvement,Yes
LP002335,Male,Yes,2,Graduate,No,1056922.3,506142.01,45500000.0,360.0,1.0,Urban,Y,64,Employed,22,100267.56,240727.53,630,Home,Home Purchase,No
LP002336,Female,No,0,Graduate,No,1321195.64,0.0,40000000.0,360.0,1.0,Semiurban,Y,55,Employed,18,226690.57,92728.99,850,Education,Study Abroad,No
LP002338,Male,Yes,0,Graduate,No,1957357.32,0.0,50000000.0,360.0,1.0,Urban,Y,28,Employed,8,66345.28,94009.66,726,Personal,Debt Consolidation,No
LP002339,Male,Yes,0,Graduate,No,592734.56,578298.0,32500000.0,360.0,1.0,Urban,Y,37,Employed,1,126558.93,277386.05,723,Personal,Medical Expenses,Yes
LP002340,Female,No,0,Not Graduate,No,738633.44,0.0,21500000.0,360.0,1.0,Rural,Y,46,Employed,4,189654.84,367756.25,574,Home,Home Renovation,No
LP002341,Male,Yes,2,Not Graduate,No,1152375.4,1021117.74,48000000.0,360.0,1.0,Urban,Y,35,Employed,6,331458.64,348600.52,588,Personal,Medical Expenses,No
LP002342,Male,No,0,Not Graduate,No,1212104.47,0.0,37000000.0,360.0,1.0,Rural,Y,22,Employed,2,211894.9,184639.14,755,Personal,Debt Consolidation,No
LP002343,Male,No,0,Graduate,No,2088591.5,0.0,35000000.0,360.0,0.0,Rural,N,60,Employed,23,158309.34,262819.25,546,Auto,Vehicle Purchase,Yes
LP002344,Female,Yes,2,Not Graduate,,71568.86,966035.34,33000000.0,360.0,1.0,Semiurban,Y,21,Unemployed,0,23830.71,370403.95,669,Auto,Vehicle Repair,No
LP002346,Male,No,0,Not Graduate,No,869283.86,,21500000.0,180.0,1.0,Urban,Y,63,Employed,18,152535.52,89762.68,589,Auto,Vehicle Repair,No
LP002349,Male,Yes,2,Graduate,No,1009418.85,538558.02,44500000.0,360.0,1.0,Urban,Y,52,Employed,14,176625.25,150621.41,706,Auto,Vehicle Purchase,Yes
LP002350,Male,Yes,1,Not Graduate,No,833301.48,631179.5,46500000.0,180.0,1.0,Urban,N,62,Employed,5,233567.39,85943.4,693,Personal,Debt Consolidation,No
LP002351,Male,Yes,1,Not Graduate,No,1205092.51,359458.06,45500000.0,360.0,1.0,Urban,Y,48,Employed,24,179228.87,383579.44,713,Auto,Vehicle Repair,Yes
LP002352,Male,Yes,2,Not Graduate,No,1448356.86,354197.42,,360.0,1.0,Urban,Y,51,Employed,3,157899.33,718557.44,734,Auto,Vehicle Purchase,Yes
LP002353,Male,Yes,3+,Graduate,No,2095361.9,0.0,52000000.0,360.0,1.0,Semiurban,N,49,Employed,7,139374.82,383780.25,632,Personal,Medical Expenses,No
LP002354,Male,Yes,2,Not Graduate,No,658089.96,493926.46,37000000.0,180.0,1.0,Semiurban,Y,59,Employed,27,125504.65,413234.85,753,Education,Study Abroad,Yes
LP002355,Male,Yes,2,Graduate,No,1109146.22,240389.1,23000000.0,360.0,1.0,Urban,Y,25,Employed,5,138305.68,336693.32,588,Home,Home Renovation,Yes
LP002356,Male,Yes,0,Graduate,No,1232365.31,612300.92,42500000.0,360.0,1.0,Semiurban,Y,39,Employed,16,140881.49,456456.07,736,Auto,Vehicle Repair,No
LP002358,Female,Yes,2,Graduate,No,716211.98,525966.7,37500000.0,480.0,1.0,Semiurban,Y,37,Employed,9,42850.37,293976.02,679,Personal,Debt Consolidation,No
LP002359,Female,No,2,Graduate,No,1132070.94,0.0,47000000.0,360.0,1.0,Urban,N,50,Employed,11,104418.1,365903.55,653,Home,Home Purchase,No
LP002360,Male,Yes,0,Graduate,No,844534.02,,41000000.0,360.0,,Urban,Y,62,Employed,27,110919.39,24943.26,567,Personal,Wedding,No
LP002363,Male,Yes,0,Not Graduate,No,1414823.63,0.0,39500000.0,180.0,1.0,Semiurban,Y,39,Employed,14,255122.43,219607.09,742,Home,Home Renovation,Yes
LP002364,Male,Yes,2,Graduate,No,1933828.71,0.0,44000000.0,360.0,1.0,Urban,Y,26,Employed,7,253052.05,260252.16,697,Personal,Medical Expenses,No
LP002365,Male,No,0,Graduate,No,753952.38,0.0,21500000.0,480.0,0.0,Semiurban,N,56,Employed,31,289848.47,361903.44,484,Personal,Medical Expenses,No
LP002371,Male,Yes,3+,Graduate,No,1433313.04,,41000000.0,360.0,1.0,Semiurban,Y,45,Employed,26,186066.66,85770.54,649,Personal,Wedding,No
LP002372,Male,No,0,Not Graduate,No,897492.7,867307.76,30500000.0,360.0,,Semiurban,Y,42,Employed,16,376230.4,525293.17,485,Personal,Debt Consolidation,Yes
LP002373,Male,Yes,2,Not Graduate,No,1399132.3,487568.73,42500000.0,360.0,1.0,Rural,N,58,Employed,0,168094.59,248523.23,768,Auto,Vehicle Purchase,No
LP002374,Male,Yes,1,Graduate,No,518297.18,483901.72,10000000.0,360.0,1.0,Urban,Y,27,Employed,1,185040.12,45301.42,658,Auto,Vehicle Purchase,Yes
LP002375,,Yes,2,Not Graduate,No,1147611.3,641925.57,38000000.0,360.0,0.0,Rural,N,49,Employed,24,60671.23,238521.81,588,Personal,Travel,Yes
LP002376,Female,No,0,,Yes,1597174.59,0.0,46500000.0,360.0,0.0,Semiurban,N,33,Self-Employed,13,161912.79,224109.95,536,Business,Business Expansion,Yes
LP002378,Male,Yes,0,Graduate,No,1199150.81,604101.3,42500000.0,360.0,1.0,Semiurban,Y,40,Employed,12,240702.09,187712.47,693,Business,Working Capital,No
LP002380,Male,Yes,3+,,No,1194094.82,0.0,26000000.0,180.0,1.0,Rural,N,37,Employed,3,164810.13,74835.54,652,Home,Home Improvement,No
LP002381,Male,No,0,Graduate,No,2032532.81,0.0,39500000.0,360.0,0.0,Rural,N,31,Employed,1,55882.95,673945.83,557,Home,Home Renovation,No
LP002382,Male,Yes,3+,Not Graduate,No,672912.35,255382.6,32000000.0,480.0,1.0,Semiurban,Y,36,Employed,7,64991.75,489580.72,687,Personal,Medical Expenses,No
LP002383,Male,Yes,2,Graduate,No,1464574.92,0.0,43500000.0,360.0,0.0,Semiurban,N,50,Employed,27,181263.29,52986.28,535,Home,Home Purchase,No
LP002384,Female,No,1,Not Graduate,,1862521.54,0.0,45000000.0,360.0,1.0,Semiurban,Y,65,Employed,2,92726.05,527262.75,749,Education,Tuition Fees,Yes
LP002385,Female,No,0,Graduate,No,1116983.5,1028522.22,46000000.0,360.0,,Rural,Y,52,Employed,19,164777.64,292134.56,600,Education,Tuition Fees,No
LP002386,Male,Yes,,Not Graduate,No,913717.48,583048.67,36000000.0,360.0,1.0,Semiurban,Y,24,Employed,1,111824.56,89330.43,675,Home,Home Purchase,No
LP002388,Female,Yes,0,Not Graduate,No,628837.72,535853.89,32500000.0,360.0,1.0,Semiurban,Y,54,Employed,30,152219.78,220632.24,635,Personal,Travel,Yes
LP002389,Female,No,1,Graduate,,1264902.1,0.0,32500000.0,360.0,1.0,Semiurban,Y,48,Unemployed,0,1500.26,382092.33,689,Personal,Debt Consolidation,No
LP002391,Male,Yes,2,Graduate,No,,0.0,33000000.0,360.0,1.0,Urban,N,22,Employed,1,126943.34,77644.85,646,Personal,Wedding,Yes
LP002392,Male,Yes,3+,Graduate,No,,0.0,33500000.0,360.0,1.0,Semiurban,Y,32,Employed,11,152491.92,204411.15,695,Business,Equipment Purchase,No
LP002393,Male,Yes,0,Graduate,No,1107438.53,461637.94,47000000.0,360.0,1.0,Semiurban,Y,26,Employed,6,141498.94,200822.22,728,Education,Study Abroad,Yes
LP002394,Female,No,0,Graduate,No,2350962.57,0.0,38500000.0,360.0,1.0,Rural,Y,27,Employed,7,144510.86,53158.99,675,Auto,Vehicle Purchase,No
LP002395,Male,Yes,0,Not Graduate,No,842920.26,622872.52,38000000.0,360.0,0.0,Semiurban,N,24,Employed,1,190187.26,112568.2,525,Business,Business Expansion,Yes
LP002396,Male,Yes,3+,Graduate,No,1702095.5,0.0,32000000.0,360.0,1.0,Urban,N,29,Employed,10,142781.92,648896.38,670,Personal,Debt Consolidation,Yes
LP002397,Male,No,0,Graduate,No,1088358.64,0.0,23000000.0,360.0,1.0,Urban,Y,21,Employed,3,233394.76,503928.97,728,Personal,Wedding,No
LP002399,Female,No,0,Graduate,No,859279.24,0.0,18500000.0,360.0,1.0,Rural,Y,26,Employed,0,158514.45,139661.45,753,Auto,Vehicle Purchase,No
LP002400,Male,No,,Graduate,No,986970.54,0.0,25000000.0,360.0,1.0,Urban,Y,42,Employed,16,169569.72,288346.79,704,Home,Home Renovation,Yes
LP002401,Male,Yes,1,Graduate,No,1871301.58,0.0,15000000.0,360.0,1.0,Urban,Y,42,Employed,20,157768.71,119730.37,702,Personal,Wedding,Yes
LP002402,Male,No,0,Graduate,No,1048075.16,0.0,26500000.0,360.0,1.0,Urban,N,29,Employed,2,155503.65,233820.61,692,Personal,Debt Consolidation,Yes
LP002403,Male,No,0,Not Graduate,No,1227121.44,449016.42,33000000.0,360.0,1.0,Rural,N,25,Employed,2,106313.66,126917.48,529,Home,Home Improvement,No
LP002404,Female,No,0,Not Graduate,No,953907.02,0.0,27500000.0,,0.0,Urban,N,49,Employed,1,95420.12,696230.78,514,Auto,Vehicle Repair,Yes
LP002405,Female,No,0,Graduate,Yes,829406.32,0.0,32500000.0,360.0,,Urban,Y,46,Self-Employed,2,74093.2,98867.25,522,Personal,Travel,Yes
LP002406,Male,Yes,0,Graduate,No,2190174.19,0.0,44000000.0,360.0,1.0,Semiurban,Y,54,Employed,30,171036.33,381872.63,647,Personal,Debt Consolidation,Yes
LP002408,Female,No,0,Graduate,No,1323883.0,762937.06,47000000.0,360.0,1.0,Semiurban,Y,27,Employed,8,175821.15,184609.93,707,Auto,Vehicle Repair,No
LP002409,Male,No,0,Graduate,No,1069295.53,0.0,24500000.0,480.0,1.0,Urban,N,36,Employed,9,81240.14,74251.51,682,Home,Home Purchase,No
LP002410,Male,Yes,2,Graduate,No,1315398.2,0.0,29000000.0,360.0,1.0,Semiurban,Y,28,Employed,9,158328.64,386448.71,622,Education,Study Abroad,No
LP002411,Female,No,0,Graduate,No,527104.05,623473.07,33000000.0,360.0,0.0,Semiurban,N,50,Employed,23,187942.73,201580.94,626,Personal,Medical Expenses,Yes
LP002412,Male,Yes,2,Graduate,Yes,1823107.0,0.0,50000000.0,84.0,,Rural,Y,53,Self-Employed,19,152422.33,211591.85,477,Home,Home Purchase,No
LP002413,Male,No,0,Graduate,No,,0.0,25500000.0,360.0,1.0,Urban,N,55,Employed,33,180680.04,193680.28,647,Education,Study Abroad,Yes
LP002414,Female,No,0,Graduate,No,1025975.78,0.0,20500000.0,360.0,1.0,Urban,Y,42,Employed,19,73051.81,383412.65,694,Education,Study Abroad,No
LP002415,Male,No,0,Graduate,No,803116.54,0.0,19500000.0,360.0,1.0,Urban,Y,34,Employed,10,101653.66,549453.48,723,Personal,Travel,Yes
LP002416,Female,No,1,Graduate,Yes,2978642.81,0.0,50000000.0,360.0,1.0,Semiurban,Y,53,Self-Employed,13,153562.75,368038.39,683,Auto,Vehicle Purchase,Yes
LP002417,Female,No,1,Graduate,,1140186.68,0.0,29500000.0,360.0,1.0,Semiurban,Y,44,Employed,21,164029.06,322023.94,684,Personal,Wedding,Yes
LP002419,Male,Yes,1,Not Graduate,No,875641.58,487078.9,38500000.0,180.0,0.0,Rural,N,59,Employed,21,241378.18,65200.46,594,Personal,Wedding,No
LP002420,Male,Yes,0,Graduate,No,1025073.28,1106556.16,32000000.0,300.0,,Urban,Y,27,Employed,0,138479.44,386579.75,529,Personal,Medical Expenses,Yes
LP002421,Male,No,0,Not Graduate,,,716369.66,42500000.0,360.0,1.0,Rural,Y,61,Employed,20,179550.3,65309.17,690,Personal,Debt Consolidation,Yes
LP002422,Male,Yes,1,Graduate,No,1870318.56,0.0,15500000.0,360.0,1.0,Urban,Y,50,Employed,19,154001.26,48667.71,685,Business,Working Capital,No
LP002423,Male,Yes,0,Graduate,No,351929.44,922809.52,38500000.0,360.0,1.0,Rural,Y,64,Employed,5,218008.7,29621.44,706,Auto,Vehicle Purchase,No
LP002424,Male,Yes,0,Graduate,No,1033903.64,1151311.86,19500000.0,180.0,1.0,Semiurban,Y,57,Employed,29,102770.13,149111.92,743,Home,Home Purchase,No
LP002425,Male,No,0,Graduate,No,,0.0,42500000.0,360.0,0.0,Rural,Y,62,Employed,4,146572.73,137174.98,588,Business,Business Expansion,No
LP002426,Male,No,0,Not Graduate,No,928358.7,,19500000.0,180.0,1.0,Urban,Y,62,Employed,26,292499.1,806285.35,676,Personal,Wedding,No
LP002427,Female,No,0,Graduate,No,1252914.68,0.0,31500000.0,360.0,,Rural,Y,58,Employed,27,34272.74,181160.19,558,Personal,Travel,No
LP002428,Male,Yes,0,Not Graduate,,650420.43,600867.08,32500000.0,360.0,1.0,Rural,Y,61,Unemployed,0,17435.9,192837.84,740,Personal,Wedding,Yes
LP002430,Male,No,0,Not Graduate,,2382590.15,0.0,41000000.0,360.0,1.0,Rural,N,30,Employed,0,91594.71,329889.76,696,Business,Equipment Purchase,No
LP002431,Male,No,0,Graduate,Yes,2024984.06,1433618.34,42000000.0,180.0,1.0,Urban,N,25,Self-Employed,2,107984.34,53455.81,735,Home,Home Improvement,No
LP002432,Male,Yes,0,Graduate,No,599904.19,566515.24,34500000.0,360.0,1.0,Urban,Y,53,Employed,9,108717.94,124432.3,821,Personal,Debt Consolidation,No
LP002433,Female,No,0,Graduate,No,590258.57,573392.98,18000000.0,360.0,1.0,Urban,Y,51,Employed,22,127140.75,306517.13,712,Home,Home Purchase,No
LP002436,Male,Yes,0,Graduate,No,1599251.34,826749.16,44500000.0,360.0,1.0,Urban,Y,31,Employed,11,217835.23,136879.69,664,Home,Home Improvement,No
LP002437,Female,No,0,Graduate,No,807837.03,639405.96,36000000.0,360.0,0.0,Urban,N,62,Employed,23,142640.14,376574.03,505,Personal,Debt Consolidation,Yes
LP002438,Female,No,0,Graduate,No,1054338.94,0.0,27500000.0,360.0,1.0,Urban,Y,48,Employed,23,262054.17,27452.29,681,Auto,Vehicle Purchase,No
LP002439,Male,No,0,Graduate,,1022724.78,695605.57,40000000.0,360.0,1.0,Rural,Y,48,Employed,3,167919.47,185518.76,663,Personal,Travel,Yes
LP002440,Male,Yes,2,Not Graduate,No,987467.08,677501.99,43000000.0,360.0,1.0,Urban,Y,29,Employed,2,255567.68,266004.95,616,Personal,Wedding,Yes
LP002441,Male,No,0,Not Graduate,,,675975.46,40500000.0,360.0,1.0,Rural,Y,30,Employed,8,278906.5,257585.6,749,Personal,Travel,No
LP002442,Female,No,1,Graduate,No,1156847.62,0.0,38000000.0,360.0,,Semiurban,Y,30,Employed,9,112807.24,109271.36,445,Business,Business Expansion,Yes
LP002444,Male,Yes,3+,Not Graduate,Yes,1841291.1,0.0,42500000.0,360.0,1.0,Rural,Y,53,Self-Employed,26,212652.34,113020.42,726,Education,Study Abroad,No
LP002445,Male,No,2,Graduate,No,1493921.11,0.0,44500000.0,360.0,1.0,Rural,Y,31,Employed,2,98060.76,502118.64,673,Business,Business Expansion,No
LP002450,Male,No,2,Graduate,No,1472995.98,0.0,45500000.0,360.0,1.0,Rural,Y,43,Employed,14,136615.07,295475.88,684,Auto,Vehicle Purchase,No
LP002451,Female,No,0,Graduate,No,1669558.72,0.0,34500000.0,360.0,0.0,Semiurban,N,38,Employed,18,176784.22,169857.4,458,Personal,Debt Consolidation,No
LP002452,Male,No,0,Graduate,No,1038671.1,0.0,31500000.0,360.0,1.0,Semiurban,Y,65,Employed,31,126153.63,88839.9,739,Personal,Medical Expenses,Yes
LP002454,Male,Yes,0,Graduate,No,1164134.68,,46000000.0,360.0,1.0,Rural,N,30,Employed,10,132824.78,299813.4,699,Personal,Medical Expenses,Yes
LP002456,Male,No,0,Graduate,No,1013028.83,1055560.16,30500000.0,360.0,1.0,Rural,Y,63,Employed,15,110098.3,198480.71,627,Home,Home Renovation,No
LP002457,Female,Yes,1,Graduate,No,1498906.64,971651.62,49500000.0,180.0,1.0,Semiurban,Y,27,Employed,7,31661.1,5883.43,555,Auto,Vehicle Purchase,No
LP002458,Female,No,0,Graduate,No,1234582.97,562697.24,46000000.0,360.0,1.0,Rural,Y,28,Employed,8,117670.36,156358.09,732,Personal,Wedding,Yes
LP002460,Male,Yes,0,Graduate,No,1575736.14,0.0,23000000.0,180.0,1.0,Semiurban,Y,49,Employed,13,193569.29,403995.59,630,Education,Tuition Fees,Yes
LP002461,Male,Yes,0,Graduate,No,736180.94,0.0,19500000.0,360.0,0.0,Urban,N,58,Employed,23,69850.51,96465.66,501,Home,Home Purchase,No
LP002462,Female,No,0,Graduate,No,1123904.87,0.0,24000000.0,360.0,0.0,Urban,N,30,Employed,1,171449.75,114432.27,586,Business,Equipment Purchase,No
LP002463,Male,Yes,0,Graduate,No,995817.68,925597.53,43000000.0,360.0,1.0,Semiurban,Y,25,Employed,5,104131.63,70740.58,665,Personal,Medical Expenses,Yes
LP002464,Male,Yes,0,Graduate,Yes,1169351.7,0.0,8000000.0,120.0,1.0,Semiurban,Y,62,Self-Employed,11,90139.15,31238.91,737,Personal,Debt Consolidation,No
LP002465,Female,Yes,1,Graduate,No,1136153.97,300507.35,36000000.0,84.0,1.0,Semiurban,Y,62,Employed,34,215142.89,96307.78,700,Home,Home Purchase,No
LP002466,Male,Yes,3+,Graduate,No,1770725.38,0.0,32000000.0,360.0,1.0,Urban,N,39,Employed,2,258015.03,441322.75,747,Business,Equipment Purchase,No
LP002467,Male,Yes,2,Not Graduate,No,916290.76,0.0,15000000.0,180.0,0.0,Urban,N,50,Employed,14,78420.55,209756.49,494,Auto,Vehicle Repair,Yes
LP002468,Female,No,0,Graduate,No,989070.78,0.0,23500000.0,360.0,1.0,Rural,Y,62,Employed,5,139188.96,53824.11,640,Personal,Wedding,Yes
LP002469,Male,No,0,Graduate,No,1043884.76,0.0,24000000.0,480.0,1.0,Urban,N,31,Employed,0,250291.52,62683.07,646,Business,Equipment Purchase,Yes
LP002470,Male,No,0,Not Graduate,No,1234267.6,421059.21,32500000.0,360.0,1.0,Rural,N,40,Employed,4,148406.67,343261.3,758,Personal,Debt Consolidation,No
LP002471,Female,No,0,,Yes,1599382.18,0.0,45500000.0,360.0,0.0,Semiurban,N,55,Self-Employed,29,86517.47,452898.23,607,Personal,Debt Consolidation,No
LP002473,Female,No,0,Graduate,No,776216.16,622084.1,34000000.0,360.0,0.0,Urban,N,65,Employed,27,174752.24,386603.51,577,Personal,Wedding,Yes
LP002474,Male,No,0,Graduate,No,590342.44,413181.67,16000000.0,360.0,1.0,Urban,Y,59,Employed,9,277831.97,65083.94,677,Personal,Travel,No
LP002475,Female,No,0,Graduate,No,1409042.96,0.0,38000000.0,360.0,1.0,Semiurban,Y,32,Employed,9,110070.1,397656.09,739,Personal,Debt Consolidation,Yes
LP002476,Female,No,0,Graduate,No,718080.72,2852072.08,45500000.0,360.0,0.0,Semiurban,Y,33,Employed,10,68074.73,317724.63,498,Personal,Medical Expenses,No
LP002477,Male,No,0,Graduate,No,712830.14,0.0,21000000.0,480.0,0.0,Semiurban,N,64,Employed,18,132591.4,172589.5,589,Personal,Wedding,Yes
LP002478,Male,Yes,2,Not Graduate,No,766932.87,592284.99,15000000.0,360.0,1.0,Semiurban,Y,64,Employed,18,120970.87,783489.17,718,Personal,Medical Expenses,No
LP002479,,Yes,0,Graduate,No,983659.16,744870.39,,360.0,0.0,Semiurban,N,50,Employed,28,280837.5,106802.73,403,Home,Home Renovation,Yes
LP002480,Male,Yes,2,Graduate,No,931398.32,403311.26,32000000.0,360.0,1.0,Semiurban,Y,63,Employed,31,72986.17,292893.92,684,Auto,Vehicle Repair,No
LP002481,Male,Yes,0,Graduate,No,1440127.04,0.0,38000000.0,360.0,1.0,Urban,Y,46,Employed,22,158952.12,191240.12,596,Auto,Vehicle Purchase,Yes
LP002482,Male,Yes,0,Graduate,No,614069.0,590027.08,32000000.0,360.0,1.0,Urban,Y,47,Employed,16,143382.85,149586.23,502,Home,Home Renovation,No
LP002483,Male,Yes,0,Not Graduate,No,1547007.28,0.0,,360.0,,Rural,Y,59,Employed,17,236194.4,241571.85,542,Home,Home Renovation,No
LP002485,Male,No,0,Graduate,Yes,1708953.12,0.0,43500000.0,360.0,1.0,Semiurban,Y,34,Self-Employed,6,178794.33,414583.7,710,Home,Home Renovation,Yes
LP002486,Female,No,1,Graduate,,1263664.1,0.0,32500000.0,360.0,1.0,Semiurban,Y,28,Employed,4,288183.17,155979.2,621,Education,Tuition Fees,No
LP002487,Male,No,0,Not Graduate,No,929190.74,821210.06,37500000.0,360.0,1.0,Semiurban,Y,26,Employed,0,338556.73,357715.19,716,Home,Home Purchase,No
LP002488,Male,No,0,Graduate,No,821981.71,858118.42,47500000.0,360.0,1.0,Semiurban,Y,39,Employed,2,138243.14,188287.88,743,Education,Study Abroad,Yes
LP002490,Male,Yes,3+,Graduate,No,1443787.35,0.0,,360.0,1.0,Urban,Y,36,Employed,3,235647.53,64569.14,703,Home,Home Purchase,Yes
LP002491,Male,Yes,3+,Not Graduate,No,1314576.23,334634.41,32500000.0,360.0,1.0,Semiurban,Y,27,Employed,7,94636.75,265290.25,770,Education,Study Abroad,No
LP002492,Male,Yes,2,Graduate,No,1605011.87,496083.72,51500000.0,360.0,1.0,Semiurban,Y,62,Employed,18,165709.36,343151.18,709,Auto,Vehicle Purchase,No
LP002495,,No,0,Graduate,No,,0.0,33000000.0,360.0,1.0,Semiurban,Y,32,Employed,7,341077.66,93142.63,622,Business,Business Expansion,Yes
LP002496,Female,Yes,0,Graduate,No,1637317.16,0.0,28500000.0,360.0,1.0,Rural,N,60,Employed,34,112097.9,143245.76,785,Home,Home Improvement,Yes
LP002497,Female,Yes,0,Not Graduate,No,1341225.0,0.0,42000000.0,360.0,,Rural,Y,51,Employed,8,112529.57,413531.01,558,Education,Study Abroad,No
LP002498,Male,Yes,0,Not Graduate,No,2536608.14,0.0,34500000.0,360.0,0.0,Urban,N,52,Employed,25,185584.35,121109.46,458,Auto,Vehicle Repair,Yes
LP002499,Male,Yes,1,Graduate,No,1148986.85,0.0,31500000.0,360.0,1.0,Semiurban,Y,47,Employed,14,131679.97,491076.56,786,Personal,Medical Expenses,No
LP002501,Male,No,0,Graduate,No,1041844.92,1071009.94,30000000.0,360.0,1.0,Rural,Y,35,Employed,2,228526.81,482733.16,850,Personal,Debt Consolidation,Yes
LP002503,Male,No,0,Graduate,No,586839.83,11440875.44,29000000.0,360.0,1.0,Urban,N,60,Employed,21,173069.55,171499.65,678,Personal,Medical Expenses,No
LP002504,Male,No,2,Graduate,No,1589686.23,0.0,47500000.0,360.0,1.0,Rural,Y,65,Employed,20,155763.22,348101.22,743,Personal,Travel,No
LP002506,Female,Yes,1,Graduate,No,1099607.96,303238.32,35500000.0,84.0,1.0,Semiurban,Y,48,Employed,10,117012.14,174607.07,715,Home,Home Renovation,No
LP002507,Male,Yes,1,Not Graduate,No,739965.38,,42500000.0,360.0,1.0,Urban,Y,58,Employed,28,316163.68,227253.29,766,Personal,Travel,No
LP002508,Male,Yes,0,Graduate,No,572420.04,1119734.6,44500000.0,360.0,1.0,Semiurban,Y,42,Employed,21,120087.76,237097.92,780,Auto,Vehicle Purchase,No
LP002509,Male,Yes,3+,Not Graduate,No,1089767.75,0.0,24000000.0,360.0,1.0,Semiurban,Y,55,Employed,8,273029.53,220789.03,643,Auto,Vehicle Repair,No
LP002510,Female,No,0,Not Graduate,No,920333.54,0.0,26000000.0,,0.0,Urban,N,23,Employed,2,147101.02,307229.71,649,Personal,Debt Consolidation,No
LP002511,Male,No,0,Not Graduate,No,1246838.78,574513.56,,360.0,1.0,Semiurban,Y,32,Employed,7,150153.36,185227.44,785,Auto,Vehicle Purchase,Yes
LP002512,Male,No,0,Graduate,Yes,2273790.86,0.0,28000000.0,360.0,1.0,Semiurban,Y,24,Self-Employed,3,83604.11,372238.64,724,Personal,Travel,No
LP002513,Male,Yes,2,Graduate,No,969551.38,0.0,,360.0,1.0,Semiurban,Y,61,Employed,23,116352.23,81696.99,629,Business,Equipment Purchase,No
LP002514,Male,No,0,Graduate,No,2059829.09,0.0,48000000.0,360.0,1.0,Rural,Y,45,Employed,3,139380.76,447866.06,718,Personal,Travel,Yes
LP002515,Male,Yes,0,,No,981354.28,,23000000.0,360.0,1.0,Rural,N,40,Employed,15,200610.65,252625.65,532,Auto,Vehicle Repair,No
LP002516,Male,No,0,Graduate,Yes,2315023.81,0.0,27000000.0,360.0,1.0,Semiurban,Y,52,Self-Employed,18,117108.18,196810.09,659,Business,Business Expansion,No
LP002518,Male,No,0,,No,773099.36,0.0,18000000.0,360.0,1.0,Semiurban,Y,30,Employed,10,137318.41,283094.77,734,Business,Working Capital,Yes
LP002520,Male,Yes,0,Graduate,No,718053.88,2186446.79,24000000.0,180.0,1.0,Semiurban,N,59,Employed,28,198659.73,56491.62,633,Personal,Wedding,Yes
LP002521,Female,No,0,Graduate,No,810591.49,603785.93,35000000.0,360.0,0.0,Urban,N,59,Employed,29,114628.47,81243.55,503,Auto,Vehicle Repair,No
LP002523,Male,Yes,0,Not Graduate,No,798540.32,511610.66,31500000.0,360.0,1.0,Urban,Y,59,Employed,3,184168.15,36253.82,705,Auto,Vehicle Purchase,No
LP002524,Male,Yes,3+,,No,1199328.62,0.0,26500000.0,180.0,1.0,Rural,N,57,Employed,5,158365.19,122881.14,675,Personal,Wedding,No
LP002525,Female,Yes,2,Graduate,No,1431840.19,779738.9,45000000.0,360.0,,Semiurban,Y,37,Employed,7,267954.71,220340.97,512,Auto,Vehicle Repair,No
LP002526,Male,Yes,0,Graduate,No,1639866.96,321419.06,40500000.0,180.0,1.0,Urban,Y,65,Employed,5,239879.45,106432.4,731,Personal,Medical Expenses,Yes
LP002527,Male,Yes,0,Not Graduate,No,842822.97,559325.47,35500000.0,360.0,1.0,Rural,Y,35,Employed,8,170682.6,229910.1,598,Personal,Travel,No
LP002528,Female,Yes,0,Graduate,No,1197644.42,0.0,36000000.0,360.0,1.0,Semiurban,Y,55,Employed,16,225929.11,409244.14,683,Education,Study Abroad,Yes
